remote_id	brokerage_id	sid	r	q	p	n	percentage
1050914	83	210	3	10	222	Seats 3-12. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1565528	203	215	12	6	222	Seats 9-14. TM MOBILE XFER. Ready to ship by 10/7/2019	14
1565515	203	239	4	12	224	Seats 1-12. TM MOBILE XFER. Ready to ship by 10/7/2019	14
3591026	9461	324	3	4	224	Seats 1-4. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3638567	9461	240	6	10	224	Seats 7-16. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3638570	9461	212	6	7	224	Seats 5-11. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3638580	9461	154	14	5	224	Seats 13-17. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3638619	9461	142	3	9	224	Seats 12-20. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3638620	9461	144	10	3	224	Seats 12-14. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1049246	83	146	8	3	226	Seats 8-10. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051038	83	241	2	5	227	Seats 3-7. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
114701704	130	150	25	4	227	Ready to ship by 10/10/2019.	14
3591072	9461	433	1	7	227	Seats 9-15. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3641831	9461	154	17	10	227	Seats 1-10. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3641840	9461	147	20	11	227	Seats 1-11. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3641877	9461	242	8	8	227	Seats 1-8. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1565544	203	239	3	12	228	Seats 3-14. TM MOBILE XFER. Ready to ship by 10/7/2019	14
173694381	90	148	27	6	228	Seats 7-12. HOME RUN PORCH - MOBILE ENTRY ONLY XFER. Ready to ship by 10/10/2019	14
173694383	90	147	27	6	228	Seats 13-18. HOME RUN PORCH - MOBILE ENTRY ONLY XFER. Ready to ship by 10/10/2019	14
113639240	9210	417	9	8	231	Ready to ship by 10/10/2019.	13
3641881	9461	150	3	8	231	Seats 1-8. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3638572	9461	144	14	5	232	Seats 11-15. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3638575	9461	151	10	4	232	Seats 13-16. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
84724001	9335	317	2	4	232	Seats 9-12. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/9/2019	13
85669838	9735	443	3	3	232	Mobile Entry Tickets. Must have smart device on hand to enter event. Mobile Tickets: You will need to set up a separate account to access your tickets (instructions will be emailed).	13
1049254	83	147	3	14	233	Seats 5-18. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1050966	83	155	12	5	233	Seats 3-7. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
3591030	9461	325	2	2	233	Seats 5-6. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3638566	9461	240	5	6	233	Seats 7-12. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3638569	9461	211	4	8	233	Seats 7-14. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1051018	83	151	17	15	234	Seats 1-15. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
114701708	130	149	25	2	234	Ready to ship by 10/10/2019.	14
3638568	9461	211	3	4	235	Seats 13-16. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3638574	9461	146	16	4	235	Seats 5-8. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3638657	9461	242	8	8	236	Seats 17-24. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3641915	9461	433	1	8	236	Seats 1-8. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3591013	9461	147	2	8	239	Seats 3-10. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1049274	83	150	4	2	240	Seats 21-22. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
114701705	130	150	21	4	241	Ready to ship by 10/10/2019.	14
1565481	203	215	13	6	241	Seats 11-16. TM MOBILE XFER. Ready to ship by 10/7/2019	14
3638640	9461	154	9	4	241	Seats 17-20. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3638643	9461	155	13	7	241	Seats 1-7. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
277724239	109	340	3	2	242	XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets. NLCS Home Game 1. Round 3 Home Game 1.. Ready to ship by 10/9/2019	15
3591000	9461	214	4	4	242	Seats 1-4. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3591031	9461	325	2	4	242	Seats 11-14. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3641905	9461	212	4	6	242	Seats 8-13. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1050013	83	242	3	10	243	Seats 1-10. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1050970	83	144	10	8	243	Seats 15-22. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
3638636	9461	150	16	11	243	Seats 12-22. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1049644	83	215	4	7	244	Seats 9-15. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
3638647	9461	212	3	6	244	Seats 10-15. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3641916	9461	430	1	9	244	Seats 9-17. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1049021	83	112	6	3	247	Seats 1-3. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051483	83	237	10	22	247	Seats 1-22. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1050938	83	243	1	4	248	Seats 5-8. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
114701709	130	149	21	4	248	Ready to ship by 10/10/2019.	14
3638573	9461	146	12	8	249	Seats 3-10. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1049600	83	210	1	3	250	Seats 8-10. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
3638634	9461	150	8	6	250	Seats 3-8. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
6siteEntry0000090679485	427	12	2	250	aisle, electronic transfer. Seats 29-30. 	17.647
1051014	83	151	15	18	251	Seats 1-18. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
3641903	9461	241	3	6	251	Seats 1-6. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1049291	83	151	4	2	252	Seats 3-4. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
3591028	9461	325	1	3	252	Seats 19-21. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
277724240	109	312	3	3	253	XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets. NLCS Home Game 1. Round 3 Home Game 1.. Ready to ship by 10/9/2019	15
1049051	83	114	5	4	254	Seats 5-8. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1049343	83	137	2	3	254	Seats 4-6. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1050285	83	340	6	10	254	Seats 1-10. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
7523564	56	149	18	6	254	MOBILE ENTRY. Scan your tickets from your phone for this event. Do not print these tickets. MOBILE QR	13
1049640	83	215	2	8	255	Seats 1-8. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1050009	83	235	5	12	255	Seats 7-18. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051046	83	237	2	12	255	Seats 3-14. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051050	83	238	2	18	255	Seats 1-18. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
113639252	9210	420	9	8	255	Ready to ship by 10/10/2019.	13
3641902	9461	243	3	6	255	Seats 10-15. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
7522665	56	346	2	3	255	Xfer MOBILE ENTRY. Scan your tickets from your phone for this event. Do not print these tickets. Ready to ship by 10/9/2019	13
1049055	83	114	6	2	256	Seats 17-18. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051062	83	109	1	3	256	Seats 5-7. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
173694379	90	152	21	10	257	Seats 3-12. HOME RUN PORCH - MOBILE ENTRY ONLY XFER. Ready to ship by 10/10/2019	14
173694386	90	146	22	6	257	Seats 11-16. HOME RUN PORCH - MOBILE ENTRY ONLY XFER. Ready to ship by 10/10/2019	14
173694799	90	146	23	6	257	Seats 3-8. HOME RUN PORCH - MOBILE ENTRY ONLY XFER. Ready to ship by 10/10/2019	14
173694802	90	150	24	6	257	Seats 7-12. HOME RUN PORCH - MOBILE ENTRY ONLY XFER. Ready to ship by 10/10/2019	14
173694805	90	149	23	6	257	Seats 12-17. HOME RUN PORCH - MOBILE ENTRY ONLY XFER. Ready to ship by 10/10/2019	14
3638576	9461	151	11	4	257	Seats 13-16. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
116495549	87	211	12	6	258	XFER;. Ready to ship by 12/30/2049	13
116593993	9119	PARKING	DELTA DECK	1	259	Parking only. XFER. Ready to ship by 10/9/2019	15
3638626	9461	147	7	4	259	Seats 1-4. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1049616	83	213	2	5	260	Seats 17-21. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051094	83	10	10	4	260	Seats 13-16. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
3638651	9461	216	2	3	260	Seats 11-13. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
53011	1700	328	1	2	260	Seats 13-14. . Ready to ship by 10/7/2019	14
53014	1700	328	3	5	260	Seats 8-12. . Ready to ship by 10/7/2019	14
53017	1700	322	2	5	260	Seats 18-22. . Ready to ship by 10/7/2019	14
1048802	83	111	6	15	262	Seats 1-15. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051066	83	112	11	3	263	Seats 14-16. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
114762451	1283	214	5	6	263	XFER. Mobile Tickets: You will need to set up a separate account to access your tickets (instructions will be emailed).. Ready to ship by 10/10/2019	13
116345949	9207	148	23	8	264	Seats 5-12. Mobile Entry. Scan your tickets from your mobile phone for this event. Do not print these tickets.  MOBILEQR. Ready to ship by 10/7/2019	14
3591008	9461	242	2	9	264	Seats 1-9. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1049608	83	212	2	6	265	Seats 11-16. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1050277	83	340	2	9	265	Seats 1-9. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1049355	83	137	5	12	266	Seats 1-12. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
3638639	9461	152	11	6	266	Seats 10-15. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1051463	83	116	20	7	268	Seats 13-19. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
3641833	9461	151	7	8	268	Seats 1-8. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
114701706	130	150	17	4	270	Ready to ship by 10/10/2019.	14
277724810	109	144	12	4	271	XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets. NLCS Home Game 1. Round 3 Home Game 1.. Ready to ship by 10/9/2019	15
1049083	83	120	14	4	272	Seats 3-6. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1049087	83	131	10	4	272	Seats 11-14. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051106	83	114	5	4	274	Seats 9-12. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
3638565	9461	237	5	8	274	Seats 1-8. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3638656	9461	242	2	8	274	Seats 10-17. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1050005	83	235	3	9	275	Seats 5-13. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
112579720	413	114	9	2	275	Seats 3-4. TMX XFER. Ready to ship by 10/6/2019	14
1049017	83	112	5	8	276	Seats 5-12. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
114701710	130	149	17	4	276	Ready to ship by 10/10/2019.	14
277723976	109	431	2	2	276	XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets. NLCS Home Game 1. Round 3 Home Game 1.. Ready to ship by 10/9/2019	15
7513530	56	153	20	6	277	MOBILE ENTRY. Scan your tickets from your phone for this event. Do not print these tickets. MOBILE QR	13
1049984	83	240	1	4	278	Seats 5-8. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051467	83	135	6	2	278	Seats 17-18. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051471	83	233	16	16	278	Seats 5-20. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1049059	83	137	1	3	279	Seats 11-13. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1049351	83	137	4	13	279	Seats 1-13. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1049604	83	212	1	4	279	Seats 12-15. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1050998	83	148	8	13	279	Seats 5-17. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051054	83	238	1	6	280	Seats 13-18. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
3638654	9461	238	1	3	280	Seats 10-12. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
116692954	9122	345	1	16	281	mobile. Ready to ship by 10/10/2019	13
3591006	9461	212	1	3	282	Seats 5-7. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
7513571	56	339	10	6	283	MOBILE ENTRY. Scan your tickets from your phone for this event. Do not print these tickets. MOBILE QR	13
7522664	56	346	1	3	283	Xfer MOBILE ENTRY. Scan your tickets from your phone for this event. Do not print these tickets. Ready to ship by 10/9/2019	13
85818940	2388	111	16	2	283	Mobile ticket: Scan your tickets from your mobile phone for this event. Do not print these tickets. MOBILEQR. Ready to ship by 10/10/2019	13
1049063	83	118	7	4	284	Seats 1-4. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
3641880	9461	237	3	7	284	Seats 9-15. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1051082	83	10	9	3	285	Seats 12-14. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
113639264	9210	426	9	4	285	Ready to ship by 10/10/2019.	13
173694380	90	152	20	4	285	Seats 5-8. HOME RUN PORCH - MOBILE ENTRY ONLY XFER. Ready to ship by 10/10/2019	14
173694389	90	146	15	2	285	Seats 11-12. HOME RUN PORCH - MOBILE ENTRY ONLY XFER. Ready to ship by 10/10/2019	14
173694399	90	144	17	4	285	Seats 14-17. HOME RUN PORCH - MOBILE ENTRY ONLY XFER. Ready to ship by 10/10/2019	14
2777805	89	239	11	6	285	tm_mobile. Ready to ship by 10/9/2019	13
1051006	83	149	7	14	288	Seats 5-18. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
52625	1700	214	17	2	288	Seats 27-28. Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
52628	1700	214	18	4	288	Seats 22-25. Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
52631	1700	215	16	2	288	Seats 15-16. Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
52634	1700	239	8	6	288	Seats 9-14. Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
52637	1700	239	10	6	288	Seats 9-14. Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
114762203	1283	114	5	2	290	XFER. Mobile Tickets: You will need to set up a separate account to access your tickets (instructions will be emailed).. Ready to ship by 10/10/2019	13
8siteEntry0001861332798	240	9	2	290	electronic transfer. Seats 16-17. 	17.647
1048806	83	112	4	8	291	Seats 1-8. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1049047	83	114	4	6	291	Seats 7-12. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
3638658	9461	243	1	6	291	Seats 9-14. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1049997	83	233	3	3	296	Seats 6-8. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051475	83	237	8	14	296	Seats 1-14. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051010	83	150	7	16	297	Seats 3-18. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
3638615	9461	112	14	7	297	Seats 16-22. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1053407	83	113	2	6	298	Seats 13-18. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
0siteEntry0001611643650	112	11	2	300	electronic transfer. Seats 12-13. 	17.647
85818880	2388	112	7	4	302	Mobile ticket: Scan your tickets from your mobile phone for this event. Do not print these tickets. MOBILEQR. Ready to ship by 10/10/2019	13
1049025	83	113	1	8	304	Seats 9-16. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1049043	83	114	3	8	304	Seats 9-16. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051098	83	14	8	4	305	Seats 5-8. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051058	83	107	5	4	306	Seats 17-20. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
7515684	56	339	9	5	306	MOBILE ENTRY. Scan your tickets from your phone for this event. Do not print these tickets. MOBILE QR. Ready to ship by 10/9/2019	13
3638558	9461	114	20	4	307	Seats 6-9. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3638559	9461	138	8	6	307	Seats 9-14. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3638563	9461	233	11	4	308	Seats 13-16. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
3590999	9461	141	11	7	309	Seats 1-7. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1049612	83	213	1	5	311	Seats 17-21. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1565573	203	235	2	4	311	Seats 5-8. TM MOBILE XFER. Ready to ship by 10/7/2019	14
277724809	109	147	7	4	311	XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets. NLCS Home Game 1. Round 3 Home Game 1.. Ready to ship by 10/9/2019	15
1049075	83	120	5	7	312	Seats 9-15. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051090	83	11	13	6	312	Seats 5-10. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
3638557	9461	113	12	5	314	Seats 16-20. XFER Mobile Entry Ticket. Must have smart device on hand to enter event. Mobile Entry Tickets. Must have smart device on hand to enter event.. Ready to ship by 10/7/2019	14
1049989	83	217	2	8	315	Seats 3-10. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1049347	83	137	2	4	316	Seats 12-15. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1565597	203	140	3	4	316	Seats 9-12. TM MOBILE XFER. Ready to ship by 10/7/2019	14
1565609	203	140	2	2	316	Seats 11-12. TM MOBILE XFER. Ready to ship by 10/7/2019	14
1565621	203	112	3	2	316	Seats 7-8. TM MOBILE XFER. Ready to ship by 10/7/2019	14
1565633	203	112	3	2	316	Seats 11-12. TM MOBILE XFER. Ready to ship by 10/7/2019	14
116340352	9122	39	13	3	317	MobileQR. Ready to ship by 12/31/2024	13
1048763	83	36	3	2	320	Seats 11-12. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051042	83	235	7	4	320	Seats 17-20. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
1051078	83	142	4	18	320	Seats 3-20. XFER Mobile Entry Tickets. Must have smart device on hand to enter event. Do not print these tickets.. Ready to ship by 10/7/2019	14
